Handle,Title,Type,Status,Tier,Revenue,Units,MissingCount,PriorityScore,MissingFields
vertical-fireproof-cabinets-2-3-4-drawer,"Vertical Fireproof Cabinets (2, 3 & 4 Drawer)",Furniture > Cabinets & Storage > File Cabinets,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
gardex-fireproof-lateral-file-2-3-4-drawer,"Gardex Fireproof Lateral File ( 2, 3 & 4 Drawer)",Furniture > Cabinets & Storage > File Cabinets,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
momentum-series-combos-keyboard-arm-premium-quality,Momentum Series Combos Keyboard Arm (Premium Quality),Electronics > Electronics Accessories > Computer Accessories > Keyboard Trays & Platforms,active,D,0,0,16,16,Type; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
cobalt-medium-back-tilter-mvl2785,Cobalt | Medium Back Tilter MVL2785,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
jumbo-storage-cabinet-assembled-72-h-x48w-x-24-d,"Jumbo Storage Cabinet Assembled 72"" H x48""W x 24"" D",Furniture > Cabinets & Storage > Storage Cabinets & Lockers,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
ibex-drafting-task-stool-mvl2808,Ibex Drafting Task Stool MVL2808,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
basics-chevron-junior-operator-chair-mvl2363-7-1,Basics® Chevron Junior Operator Chair MVL2363-7,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
marlee-synchro-tilter-chairs,Marlee Synchro-Tilter Chairs,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
avro-350m-heavy-duty-multi-tilter-chairs-mvl11716,Avro 350M Heavy Duty Multi-Tilter Chairs MVL11716,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
basics-obusforme-elite-heavy-duty-multi-tilter-chair-ts2770-3-1,Basics® ObusForme® Elite Heavy Duty Multi-Tilter Chair TS2770-3,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
ashmont-medium-back-management-tilter-mvl2781,Ashmont | Medium Back Management Tilter MVL2781,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
offices-to-go-ashmont-tilter-chair-1,Offices to Go® Ashmont Tilter Chair,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
the-accord-tilter-high-back-chair-1,The Accord Tilter High Back Chair,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
knight-lightweight-tilter-chair-otg11360,Knight Lightweight Tilter Chair OTG11360,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
adapt-high-back-synchro-tilter-mvl11725,Adapt | High Back Synchro-Tilter MVL11725,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
ibex-synchro-tilter-chairs-mvl2801,Ibex Synchro-Tilter Chairs MVL2801,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
tl-high-back-synchro-tilter,TL | High Back Synchro-Tilter,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
chevron-ultra-medium-back-multi-tilter-chair,Chevron Ultra Medium Back Multi-Tilter Chair,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
basics-elora-home-office-synchro-tilter-chair-1,Basics® Elora™ Home Office Synchro Tilter Chair,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
basics-comfort-time-ultra-multi-tilter-big-tall-with-headrest,Basics® Comfort-Time™ Ultra Multi-Tilter Big & Tall with Headrest,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
otg3915-centro-guest-chair,OTG3915 Centro Guest Chair,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
extended-high-back-tilter-otg11359-carleton,Extended High Back Tilter OTG11359 Carleton,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
mvl3101-avro-mesh-back-synchro-tilter-chair,MVL3101 Avro Mesh Back Synchro-Tilter Chair,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
arlo-lounge-swivel-task-chair-1,Arlo | Lounge Swivel Task Chair,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
screenflex-room-dividers,Screenflex Room Dividers,Furniture > Room Dividers,active,D,0,0,16,16,Type; mf:Material; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
basics-elora-chair-high-back-black-leather-luxhide-mvl1893upu30bl20,"Basics Elora Chair - High Back - Black - Leather, Luxhide MVL1893UPU30BL20",Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
credenza-storage-hutch,Credenza Storage & Hutch,Furniture > Cabinets & Storage > China Cabinets & Hutches > Cabinet Hutches,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
partitions-66-high-6-offices,"Partitions 66"" High 6 Offices",Furniture > Room Dividers,active,D,0,0,16,16,Type; mf:Material; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
partitions-66-high-3-offices-1,"Partitions 66"" High 3 Offices",Furniture > Room Dividers,active,D,0,0,16,16,Type; mf:Material; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
partitions-66-high-2-offices-1,"Partitions 66"" High 2 Offices",Furniture > Room Dividers,active,D,0,0,16,16,Type; mf:Material; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
partitions-66-high,"Partitions 66"" High",Furniture > Room Dividers,active,D,0,0,16,16,Type; mf:Material; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
teknion-ac-executive,"Teknion ""AC Executive""",Furniture > Office Furniture > Workstations & Cubicles,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
sparrow-otg10920-guest-chair,Sparrow OTG10920 Guest Chair,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
zune-tilter-chair-black-fabric-seat-plastic-mesh-back-medium-back-otg11751b,"Zune Tilter Chair - Black Fabric Seat - Plastic, Mesh Back - Medium Back OTG11751B",Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
comfort-time-ultra-petit-seat-multi-tilter-chair-high-back-baomvl1880g5,Comfort-Time Ultra Petit Seat Multi-Tilter Chair High Back BAOMVL1880G5,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
basics-comfort-time-ultra-multi-tilter-chair-with-headrest,Basics Comfort-Time Ultra Multi-Tilter Chair with Headrest,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
two-stage-electric-height-adjustable-table,Two-Stage Electric Height Adjustable Table,Furniture > Office Furniture > Workstations & Cubicles,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
hideaway-storage-cabinet-1,Hideaway Storage Cabinet,Furniture > Cabinets & Storage > Storage Cabinets & Lockers,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
prime-49-6h-two-file-multi-stor-cabinet-36w-x-18d-one-adjustable-shelf-gucc41g1836p,"Prime™ 49.6""H Two File Multi-Stor Cabinet, 36""W x 18""D - One Adjustable Shelf (GUCC41G1836P)",Furniture > Cabinets & Storage > Kitchen Cabinets,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
prime-multi-storage-cabinet-lateral-file,Prime Multi-Storage Cabinet / Lateral File,Furniture > Cabinets & Storage > Kitchen Cabinets,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
rebound-armchair-upholstered-seat-r5apug,"Rebound™ Armchair, Upholstered Seat (R5APUG)",Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
kate-medium-back-armchair-2813,Kate Medium Back Armchair (2813),Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
the-twilight-armchair-wood-veneer-back-2198ws,"The Twilight Armchair, Wood Veneer Back (2198WS)",Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
executive-suites-height-adjustable-desk,Executive Suites Height Adjustable Desk,Furniture > Office Furniture > Workstations & Cubicles,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
management-u-shaped-suite-72w-x-102d,"Management ""U"" Shaped Suite - 72""W x 102""D",Furniture > Office Furniture > Workstations & Cubicles,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
u-shaped-suite-with-rectangular-island,"""U"" SHAPED SUITE WITH RECTANGULAR ISLAND NLP324",Furniture > Office Furniture > Workstations & Cubicles,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
u-shaped-suite-with-table-desk-72w-x-96d,"""U"" Shaped Suite with Table Desk - 72""W x 96""D",Furniture > Office Furniture > Workstations & Cubicles,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
stax-stacking-chair-8-colour-options,STAX Stacking Chair 8 Colour Options,Furniture > Chairs,archived,D,0,0,16,16,Type; Tags; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat structure; mf:Back type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
factor-mesh-seating-stool,Factor Mesh Seating Stool,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
factor-mesh-seating,Factor Mesh Seating,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
u-shape-d-top-workstation,U-Shape D-Top Workstation,Furniture > Office Furniture > Workstations & Cubicles,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
factor-mesh-back-armchair-casters-5545amc-1,"Factor™ Mesh Back Armchair, Casters (5545AMC)",Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
safco-2130sl-desk-mount-for-monitor-keyboard,"Safco 2130SL Desk Mount for Monitor, Keyboard",Furniture > Office Furniture > Workstations & Cubicles,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
sit-stand-1,Sit Stand,Furniture > Office Furniture > Workstations & Cubicles,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
bolt-mesh-back-tilter-otg11510b,Bolt | Mesh Back Tilter OTG11510B,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
canopy-seating,Canopy Seating,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Benches,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
auditorium-lecture-hall-seating,Auditorium / Lecture Hall Seating,Furniture > Office Furniture > Workstations & Cubicles,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
privacy-desk-top-dividers,Privacy Desk Top Dividers,Furniture > Room Dividers,active,D,0,0,16,16,Type; mf:Material; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
rebound-armchair-polypropylene-seat-1,"Rebound™ Armchair, Polypropylene Seat",Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
stream-armless-chair-polypropylene-seat-back-2075app,"Stream™ Armless Chair, Polypropylene Seat & Back 2075APP",Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
drafting-table-custom,Drafting Table Custom,Furniture > Office Furniture > Workstations & Cubicles,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
impromptu-lectern-1,Impromptu® Lectern,Office Supplies > Presentation Supplies > Lecterns,active,D,0,0,16,16,Type; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
scoot-multi-purpose-lectern-8922bl-1,Scoot™ Multi-Purpose Lectern 8922BL,Office Supplies > Presentation Supplies > Lecterns,active,D,0,0,16,16,Type; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
beta-armless-posture-task-drafting-stool-mvl2718,Beta | Armless Posture Task Drafting Stool MVL2718,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
lockerettes-6-tier-bank-of-3-36-x-18-x-72-steel-grey-rivet-assembled,"Lockerettes, 6 -tier, Bank of 3, 36"" x 18"" x 72"", Steel, Grey, Rivet (Assembled)",Furniture > Cabinets & Storage > Storage Cabinets & Lockers,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
